# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 01.06.2019 по 13.04.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.01.2020 00:00";"-0.9";"756.8";"768.7";"";"61";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-7.6";"";"";"";"";"";"";
"06.01.2020 21:00";"-0.9";"757.3";"769.3";"";"61";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"0.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-7.6";"Осадков нет";"12";"";"";"";"";
"06.01.2020 18:00";"-0.4";"757.6";"769.4";"";"61";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-7.1";"0.2";"12";"";"";"";"";
"06.01.2020 15:00";"0.0";"757.4";"769.3";"";"68";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.3";"";"";"";"";"";"";
"06.01.2020 12:00";"0.1";"757.6";"769.4";"";"68";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.1";"";"";"";"";"";"";
"06.01.2020 09:00";"-0.3";"757.3";"769.1";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.3";"0.2";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"Менее 0.5";
"06.01.2020 06:00";"0.3";"755.9";"767.8";"";"79";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"0.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-2.9";"Осадков нет";"12";"";"";"";"";
"06.01.2020 03:00";"0.1";"755.1";"766.9";"";"79";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-3.1";"";"";"";"";"";"";
"06.01.2020 00:00";"0.6";"753.7";"765.5";"";"65";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-5.3";"";"";"";"";"";"";
"05.01.2020 21:00";"0.7";"752.1";"763.9";"";"62";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"1.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-5.8";"Осадков нет";"12";"";"";"";"";
"05.01.2020 18:00";"1.0";"750.3";"762.0";"";"67";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-4.5";"Осадков нет";"12";"";"";"";"";
"05.01.2020 15:00";"1.7";"747.7";"759.4";"";"74";"Ветер, дующий с западо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.5";"";"";"";"";"";"";
"05.01.2020 12:00";"1.5";"746.0";"757.6";"";"76";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-2.3";"";"";"";"";"";"";
"05.01.2020 09:00";"1.0";"743.9";"755.5";"";"79";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"0.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.3";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"1.0";
"05.01.2020 06:00";"1.0";"741.7";"753.2";"";"82";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"-0.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.7";"Следы осадков";"12";"";"";"";"";
"05.01.2020 03:00";"1.4";"739.8";"751.3";"";"80";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.8";"";"";"";"";"";"";
"05.01.2020 00:00";"0.5";"739.0";"750.5";"";"82";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.2";"";"";"";"";"";"";
"04.01.2020 21:00";"0.1";"738.2";"749.8";"";"84";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"0.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-2.3";"1.0";"12";"";"";"";"";
"04.01.2020 18:00";"-0.2";"737.8";"749.3";"";"85";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-2.4";"1.0";"12";"";"";"";"";
"04.01.2020 15:00";"0.0";"738.2";"749.8";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-2.1";"";"";"";"";"";"";
"04.01.2020 12:00";"0.0";"739.9";"751.4";"";"82";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-2.8";"";"";"";"";"";"";
"04.01.2020 09:00";"-0.4";"741.1";"752.8";"";"82";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"-0.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.1";"Осадков нет";"12";"";"";"";"";
"04.01.2020 06:00";"-0.7";"741.4";"753.0";"";"82";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"-0.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.5";"Осадков нет";"12";"";"";"";"";
"04.01.2020 03:00";"-0.4";"743.2";"754.8";"";"82";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-3.1";"";"";"";"";"";"";
"04.01.2020 00:00";"-0.2";"744.4";"756.0";"";"85";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.5";"";"";"";"";"";"";
"03.01.2020 21:00";"0.5";"745.3";"756.9";"";"84";"Ветер, дующий с юго-запада";"1";"";"";"40%.";" ";"";"";"";"2.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-1.9";"Осадков нет";"12";"";"";"";"";
