# Метеостанция Остафьево (аэропорт), Россия, METAR=UUMO, выборка с 01.05.2019 по 09.09.2019, все дни
# Кодировка: Unicode
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUMO&lang=ru
#
"Местное время в Остафьево (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"26.07.2019 15:30";"27.0";"747.2";"762.0";"48";"Ветер, дующий с востоко-северо-востока";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"26.07.2019 15:00";"27.0";"747.2";"762.0";"48";"Ветер, дующий с востока";"8";"";"";"";"Разорванная (60-90%) 1380 м";"10.0 и более";"15.0";
"26.07.2019 14:30";"28.0";"747.3";"762.0";"48";"Ветер, дующий с востока";"6";"";"";"";"Разорванная (60-90%) 1380 м";"10.0 и более";"16.0";
"26.07.2019 14:00";"27.0";"747.2";"762.0";"51";"Ветер, дующий с востока";"7";"";"";"";"Разорванная (60-90%) 1380 м";"10.0 и более";"16.0";
"26.07.2019 13:30";"27.0";"747.2";"762.0";"51";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";"Разорванная (60-90%) 1380 м";"10.0 и более";"16.0";
"26.07.2019 13:00";"27.0";"747.2";"762.0";"51";"Ветер, дующий с востоко-юго-востока";"7";"";"";"";"Рассеянная (40-50%) 1380 м, разорванная (60-90%) 6000 м";"10.0 и более";"16.0";
"26.07.2019 12:30";"27.0";"747.2";"762.0";"54";"Ветер, дующий с востока";"7";"";"";"";"Рассеянная (40-50%) 1290 м, разорванная (60-90%) 6000 м";"10.0 и более";"17.0";
"26.07.2019 12:00";"26.0";"747.2";"762.0";"58";"Ветер, дующий с востока";"7";"";"";"";"Рассеянная (40-50%) 1290 м, разорванная (60-90%) 6000 м";"10.0 и более";"17.0";
"26.07.2019 11:30";"25.0";"747.1";"762.0";"61";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"26.07.2019 11:00";"25.0";"747.1";"762.0";"65";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"26.07.2019 10:30";"25.0";"747.1";"762.0";"65";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"26.07.2019 10:00";"24.0";"747.1";"762.0";"69";"Ветер, дующий с востоко-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"26.07.2019 09:30";"23.0";"747.0";"762.0";"74";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"26.07.2019 09:00";"23.0";"747.0";"762.0";"74";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"26.07.2019 08:30";"22.0";"747.0";"762.0";"78";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"26.07.2019 08:00";"21.0";"746.9";"762.0";"83";"Ветер, дующий с востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"26.07.2019 07:30";"21.0";"746.9";"762.0";"83";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"26.07.2019 07:00";"20.0";"746.9";"762.0";"94";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"19.0";
"26.07.2019 06:30";"20.0";"746.9";"762.0";"94";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Рассеянная (40-50%)";"10.0 и более";"19.0";
"26.07.2019 06:00";"19.0";"746.8";"762.0";"100";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"19.0";
"26.07.2019 05:30";"19.0";"746.8";"762.0";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Нет существенной облачности";"6.0";"19.0";
"26.07.2019 05:00";"18.0";"746.8";"762.0";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Нет существенной облачности";"6.0";"18.0";
"25.07.2019 23:30";"18.0";"746.0";"761.2";"100";"Ветер, дующий с востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"25.07.2019 23:00";"18.0";"746.0";"761.2";"100";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"25.07.2019 22:30";"19.0";"746.0";"761.2";"100";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"19.0";
"25.07.2019 22:00";"19.0";"746.8";"762.0";"100";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"19.0";
"25.07.2019 21:30";"19.0";"746.8";"762.0";"94";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"25.07.2019 21:00";"19.0";"746.8";"762.0";"100";"Ветер, дующий с востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"19.0";
"25.07.2019 20:30";"20.0";"746.1";"761.2";"88";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"18.0";
"25.07.2019 20:00";"21.0";"746.1";"761.2";"83";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"25.07.2019 19:30";"21.0";"746.1";"761.2";"83";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"18.0";
"25.07.2019 19:00";"21.0";"746.1";"761.2";"83";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Разорванная (60-90%) 870 м";"10.0 и более";"18.0";
"25.07.2019 18:30";"22.0";"745.5";"760.5";"78";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"18.0";
"25.07.2019 18:00";"22.0";"745.5";"760.5";"78";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"18.0";
"25.07.2019 17:30";"21.0";"745.5";"760.5";"83";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"18.0";
"25.07.2019 17:00";"21.0";"745.5";"760.5";"88";"Ветер, дующий с востока";"5";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"19.0";
"25.07.2019 16:30";"21.0";"745.5";"760.5";"83";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"18.0";
"25.07.2019 16:00";"21.0";"745.5";"760.5";"83";"Ветер, дующий с востока";"4";"";"";"";"Разорванная (60-90%) 480 м";"10.0 и более";"18.0";
"25.07.2019 15:30";"21.0";"745.5";"760.5";"83";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Разорванная (60-90%) 540 м, кучево-дождевые облака";"10.0 и более";"18.0";
"25.07.2019 15:00";"20.0";"745.4";"760.5";"94";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Разорванная (60-90%) 540 м, кучево-дождевые облака";"10.0 и более";"19.0";
"25.07.2019 14:30";"19.0";"745.4";"760.5";"100";"Ветер, дующий с востока";"3";"";"";"";"Разорванная (60-90%) 540 м";"10.0 и более";"19.0";
"25.07.2019 14:00";"18.0";"745.3";"760.5";"100";"Ветер, дующий с востока";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 330 м, кучево-дождевые облака";"3.3";"18.0";
"25.07.2019 13:30";"18.0";"745.3";"760.5";"100";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"3.8";"18.0";
"25.07.2019 13:00";"19.0";"745.4";"760.5";"88";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"17.0";
"25.07.2019 12:30";"19.0";"745.4";"760.5";"88";"Ветер, дующий с востока";"5";"";"";"";"Разорванная (60-90%) 540 м";"10.0 и более";"17.0";
"25.07.2019 12:00";"20.0";"745.4";"760.5";"83";"Ветер, дующий с востока";"5";"";"";"";"Разорванная (60-90%) 510 м";"10.0 и более";"17.0";
"25.07.2019 11:30";"20.0";"745.4";"760.5";"78";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Разорванная (60-90%) 510 м";"10.0 и более";"16.0";
"25.07.2019 11:00";"20.0";"744.6";"759.7";"83";"Ветер, дующий с востока";"3";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"17.0";
"25.07.2019 10:30";"20.0";"744.6";"759.7";"78";"Ветер, дующий с востока";"4";"";"";"";"Разорванная (60-90%) 510 м";"10.0 и более";"16.0";
"25.07.2019 10:00";"19.0";"744.6";"759.7";"83";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"16.0";
"25.07.2019 09:30";"19.0";"744.6";"759.7";"83";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"16.0";
"25.07.2019 09:00";"18.0";"744.5";"759.7";"94";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"17.0";
"25.07.2019 08:30";"17.0";"744.5";"759.7";"100";"Ветер, дующий с юго-востока";"3";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"17.0";
"25.07.2019 08:00";"17.0";"744.5";"759.7";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Рассеянная (40-50%) 210 м, разорванная (60-90%) 900 м, кучево-дождевые облака";"8.0";"17.0";
"25.07.2019 07:30";"17.0";"744.5";"759.7";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Рассеянная (40-50%) 210 м, разорванная (60-90%) 600 м, кучево-дождевые облака";"7.0";"17.0";
"25.07.2019 07:00";"16.0";"744.4";"759.7";"100";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Рассеянная (40-50%) 210 м, разорванная (60-90%) 600 м, кучево-дождевые облака";"7.0";"16.0";
"25.07.2019 06:30";"15.0";"744.4";"759.7";"100";"Штиль, безветрие";"0";"";"";"";"Рассеянная (40-50%) 120 м, разорванная (60-90%) 2790 м";"7.0";"15.0";
